Team Number,Match Number,Auton Balls Scored,Auton Balls Passed,Teleop Balls Scored,Teleop Balls Passed,Auton Climb,Endgame Climb,Alliance,TeamMatch#,ConcatTeamMatchNum,ConcatMatchTeam,Total Fuel,Total Pass,Auto Climb,Endgame Climb Level,Level 1,Level 2,Level 3,Auto Climb Points,Endgame Climb Points,Climb Points,Points
7257,5,10.00,6.50,76.00,49.50,None,None,FALSE,,"7038,5","qm5,7038",86.00,56.00,0,0,0,0,0,0,0,0,86.00
7257,10,15.00,9.00,122.00,50.50,None,None,blue,2.00,"7257,10","qm10,7257",137.00,59.50,0,0,0,0,0,0,0,0,137.00
7257,22,0.00,5.00,180.00,36.00,None,None,blue,3.00,"7257,22","qm22,7257",180.00,41.00,0,0,0,0,0,0,0,0,180.00
7257,29,16.50,3.00,102.00,32.50,None,None,red,4.00,"7257,29","qm29,7257",118.50,35.50,0,0,0,0,0,0,0,0,118.50
7257,44,10.00,5.00,161.00,5.00,None,None,red,5.00,"7257,44","qm44,7257",171.00,10.00,0,0,0,0,0,0,0,0,171.00
7531,2,10.00,0.00,33.00,0.00,None,None,FALSE,,"7257,2","qm2,7257",43.00,0.00,0,0,0,0,0,0,0,0,43.00
7531,11,2.00,0.00,7.00,0.00,None,None,blue,2.00,"7531,11","qm11,7531",9.00,0.00,0,0,0,0,0,0,0,0,9.00
7531,23,2.00,0.00,26.50,2.00,None,None,blue,3.00,"7531,23","qm23,7531",28.50,2.00,0,0,0,0,0,0,0,0,28.50
7531,28,1.00,0.00,60.00,0.00,None,None,red,4.00,"7531,28","qm28,7531",61.00,0.00,0,0,0,0,0,0,0,0,61.00
7531,41,21.00,5.00,11.50,0.00,None,None,blue,5.00,"7531,41","qm41,7531",32.50,5.00,0,0,0,0,0,0,0,0,32.50
7531,46,0.00,0.00,2.00,0.00,None,None,red,6.00,"7531,46","qm46,7531",2.00,0.00,0,0,0,0,0,0,0,0,2.00
7848,5,17.50,0.00,102.50,20.50,None,None,FALSE,,"7531,5","qm5,7531",120.00,20.50,0,0,0,0,0,0,0,0,120.00
7848,26,11.50,0.00,22.50,0.00,None,None,red,2.00,"7848,26","qm26,7848",34.00,0.00,0,0,0,0,0,0,0,0,34.00
7848,33,13.00,0.00,76.00,12.50,None,None,red,3.00,"7848,33","qm33,7848",89.00,12.50,0,0,0,0,0,0,0,0,89.00
7848,38,20.00,0.00,47.00,25.00,None,None,red,4.00,"7848,38","qm38,7848",67.00,25.00,0,0,0,0,0,0,0,0,67.00
7848,47,4.00,0.00,51.00,8.00,None,None,red,5.00,"7848,47","qm47,7848",55.00,8.00,0,0,0,0,0,0,0,0,55.00
8737,6,7.00,0.00,0.00,2.00,,,FALSE,,"7848,6","qm6,7848",7.00,2.00,0,0,0,0,0,0,0,0,7.00
8737,15,5.00,0.00,0.00,0.00,None,None,blue,2.00,"8737,15","qm15,8737",5.00,0.00,0,0,0,0,0,0,0,0,5.00
8737,20,2.50,0.00,0.00,0.00,None,None,red,3.00,"8737,20","qm20,8737",2.50,0.00,0,0,0,0,0,0,0,0,2.50
8737,29,4.50,0.00,5.50,5.50,None,None,blue,4.00,"8737,29","qm29,8737",10.00,5.50,0,0,0,0,0,0,0,0,10.00
8737,41,6.00,0.00,3.50,0.00,None,None,blue,5.00,"8737,41","qm41,8737",9.50,0.00,0,0,0,0,0,0,0,0,9.50
8737,47,0.00,0.00,18.00,0.00,None,None,blue,6.00,"8737,47","qm47,8737",18.00,0.00,0,0,0,0,0,0,0,0,18.00
8766,10,0.00,0.00,0.00,0.00,None,None,FALSE,,"8737,10","qm10,8737",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8766,18,0.00,0.00,0.00,0.00,None,None,blue,2.00,"8766,18","qm18,8766",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8766,34,0.00,0.00,3.00,0.00,None,None,red,3.00,"8766,34","qm34,8766",3.00,0.00,0,0,0,0,0,0,0,0,3.00
8766,42,0.00,0.00,0.00,0.00,None,None,blue,4.00,"8766,42","qm42,8766",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,1,0.00,0.00,0.00,0.00,None,None,red,,"8766,1","qm1,8766",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,14,0.00,0.00,0.00,0.00,None,None,blue,2.00,"8770,14","qm14,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,21,0.00,0.00,0.00,0.00,None,None,blue,3.00,"8770,21","qm21,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,32,0.00,0.00,0.00,0.00,None,None,blue,4.00,"8770,32","qm32,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,40,0.00,0.00,0.00,0.00,None,None,red,5.00,"8770,40","qm40,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8770,50,0.00,0.00,0.00,0.00,None,None,red,6.00,"8770,50","qm50,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8821,8,0.00,0.00,0.00,0.00,,,FALSE,,"8770,8","qm8,8770",0.00,0.00,0,0,0,0,0,0,0,0,0.00
8821,13,4.00,0.00,21.00,0.00,None,None,blue,2.00,"8821,13","qm13,8821",25.00,0.00,0,0,0,0,0,0,0,0,25.00
8821,19,2.50,0.00,3.00,0.00,None,None,red,3.00,"8821,19","qm19,8821",5.50,0.00,0,0,0,0,0,0,0,0,5.50
8821,29,1.00,0.00,9.00,0.00,None,None,blue,4.00,"8821,29","qm29,8821",10.00,0.00,0,0,0,0,0,0,0,0,10.00
8821,39,1.00,0.00,33.00,0.00,None,None,red,5.00,"8821,39","qm39,8821",34.00,0.00,0,0,0,0,0,0,0,0,34.00
8822,5,7.00,0.00,0.00,0.00,None,None,FALSE,,"8821,5","qm5,8821",7.00,0.00,0,0,0,0,0,0,0,0,7.00
8822,16,5.00,0.00,22.00,0.00,None,None,red,2.00,"8822,16","qm16,8822",27.00,0.00,0,0,0,0,0,0,0,0,27.00
8822,28,5.00,0.00,0.00,15.00,None,None,blue,3.00,"8822,28","qm28,8822",5.00,15.00,0,0,0,0,0,0,0,0,5.00
8822,36,3.00,0.00,0.00,0.00,None,None,red,4.00,"8822,36","qm36,8822",3.00,0.00,0,0,0,0,0,0,0,0,3.00
8822,45,4.00,0.00,30.00,0.00,None,None,blue,5.00,"8822,45","qm45,8822",34.00,0.00,0,0,0,0,0,0,0,0,34.00
9061,9,0.00,0.00,10.00,0.00,,,FALSE,,"8822,9","qm9,8822",10.00,0.00,0,0,0,0,0,0,0,0,10.00
9061,18,0.00,0.00,0.00,0.00,None,None,blue,2.00,"9061,18","qm18,9061",0.00,0.00,0,0,0,0,0,0,0,0,0.00
9061,24,0.00,0.00,0.00,0.00,None,None,blue,3.00,"9061,24","qm24,9061",0.00,0.00,0,0,0,0,0,0,0,0,0.00
9061,32,2.00,0.00,0.00,0.00,None,None,red,4.00,"9061,32","qm32,9061",2.00,0.00,0,0,0,0,0,0,0,0,2.00
9061,49,0.00,0.00,1.00,0.00,None,None,blue,5.00,"9061,49","qm49,9061",1.00,0.00,0,0,0,0,0,0,0,0,1.00
9092,4,0.00,0.00,0.00,15.00,None,None,FALSE,,"9061,4","qm4,9061",0.00,15.00,0,0,0,0,0,0,0,0,0.00
9092,17,0.00,0.00,0.00,100.00,None,None,blue,2.00,"9092,17","qm17,9092",0.00,100.00,0,0,0,0,0,0,0,0,0.00
9092,25,0.00,0.00,0.00,200.00,None,None,blue,3.00,"9092,25","qm25,9092",0.00,200.00,0,0,0,0,0,0,0,0,0.00
9092,34,0.00,0.00,0.00,107.50,None,None,red,4.00,"9092,34","qm34,9092",0.00,107.50,0,0,0,0,0,0,0,0,0.00
9092,41,0.00,0.00,0.00,0.00,None,None,red,5.00,"9092,41","qm41,9092",0.00,0.00,0,0,0,0,0,0,0,0,0.00
9092,47,0.00,0.00,0.00,27.50,None,None,blue,6.00,"9092,47","qm47,9092",0.00,27.50,0,0,0,0,0,0,0,0,0.00
9543,3,5.00,0.00,0.00,0.00,None,None,FALSE,,"9092,3","qm3,9092",5.00,0.00,0,0,0,0,0,0,0,0,5.00
9543,15,13.00,0.00,0.00,0.00,None,None,blue,2.00,"9543,15","qm15,9543",13.00,0.00,0,0,0,0,0,0,0,0,13.00
9543,23,2.00,0.00,0.00,39.00,None,None,red,3.00,"9543,23","qm23,9543",2.00,39.00,0,0,0,0,0,0,0,0,2.00
9543,30,6.50,0.00,0.00,0.00,None,None,red,4.00,"9543,30","qm30,9543",6.50,0.00,0,0,0,0,0,0,0,0,6.50
9543,38,7.00,0.00,0.00,7.50,None,None,blue,5.00,"9543,38","qm38,9543",7.00,7.50,0,0,0,0,0,0,0,0,7.00
9543,49,6.50,0.00,0.00,5.00,None,None,red,6.00,"9543,49","qm49,9543",6.50,5.00,0,0,0,0,0,0,0,0,6.50
9570,9,0.00,0.00,5.00,0.00,,,FALSE,,"9543,9","qm9,9543",5.00,0.00,0,0,0,0,0,0,0,0,5.00
9570,14,0.00,0.00,7.00,0.00,None,None,blue,2.00,"9570,14","qm14,9570",7.00,0.00,0,0,0,0,0,0,0,0,7.00
9570,19,1.00,0.00,0.00,0.00,None,None,red,3.00,"9570,19","qm19,9570",1.00,0.00,0,0,0,0,0,0,0,0,1.00
9570,27,0.00,0.00,5.00,0.00,None,None,red,4.00,"9570,27","qm27,9570",5.00,0.00,0,0,0,0,0,0,0,0,5.00
9570,43,0.00,0.00,5.50,0.00,None,Level1,blue,5.00,"9570,43","qm43,9570",5.50,0.00,0,1,1,0,0,0,10,10,15.50
9579,7,0.00,0.00,5.00,0.00,,,FALSE,,"9570,7","qm7,9570",5.00,0.00,0,0,0,0,0,0,0,0,5.00
9579,15,0.00,0.00,6.00,0.00,None,None,red,2.00,"9579,15","qm15,9579",6.00,0.00,0,0,0,0,0,0,0,0,6.00
9579,27,0.00,0.00,0.00,51.50,None,None,blue,3.00,"9579,27","qm27,9579",0.00,51.50,0,0,0,0,0,0,0,0,0.00
9579,35,0.00,0.00,0.00,7.00,None,None,red,4.00,"9579,35","qm35,9579",0.00,7.00,0,0,0,0,0,0,0,0,0.00
9579,40,0.00,0.00,0.00,40.00,None,None,blue,5.00,"9579,40","qm40,9579",0.00,40.00,0,0,0,0,0,0,0,0,0.00
9579,48,0.00,0.00,1.00,0.00,None,None,red,6.00,"9579,48","qm48,9579",1.00,0.00,0,0,0,0,0,0,0,0,1.00
10439,7,0.00,0.00,0.00,0.00,,,red,1.00,"9579,7","qm7,9579",0.00,0.00,0,0,0,0,0,0,0,0,0.00
10439,13,0.00,0.00,0.00,6.00,None,None,red,2.00,"10439,13","qm13,10439",0.00,6.00,0,0,0,0,0,0,0,0,0.00
10439,18,0.00,0.00,0.00,7.00,None,None,red,3.00,"10439,18","qm18,10439",0.00,7.00,0,0,0,0,0,0,0,0,0.00
10439,28,0.00,0.00,0.00,0.00,None,None,blue,4.00,"10439,28","qm28,10439",0.00,0.00,0,0,0,0,0,0,0,0,0.00
10439,44,0.00,0.00,0.00,10.00,None,None,blue,5.00,"10439,44","qm44,10439",0.00,10.00,0,0,0,0,0,0,0,0,0.00
10476,9,0.00,0.00,0.00,23.50,,,FALSE,,"10439,9","qm9,10439",0.00,23.50,0,0,0,0,0,0,0,0,0.00
10476,15,0.00,0.00,0.00,25.00,None,None,red,2.00,"10476,15","qm15,10476",0.00,25.00,0,0,0,0,0,0,0,0,0.00
10476,25,0.00,0.00,0.00,0.00,None,None,red,3.00,"10476,25","qm25,10476",0.00,0.00,0,0,0,0,0,0,0,0,0.00
10476,31,0.00,0.00,0.00,0.00,None,None,blue,4.00,"10476,31","qm31,10476",0.00,0.00,0,0,0,0,0,0,0,0,0.00
10476,36,0.00,0.00,0.00,0.00,None,None,red,5.00,"10476,36","qm36,10476",0.00,0.00,0,0,0,0,0,0,0,0,0.00
10476,50,0.00,0.00,0.00,0.00,None,None,blue,6.00,"10476,50","qm50,10476",0.00,0.00,0,0,0,0,0,0,0,0,0.00
11210,8,3.50,0.00,0.00,17.00,,,FALSE,,"10476,8","qm8,10476",3.50,17.00,0,0,0,0,0,0,0,0,3.50
11210,18,0.00,0.00,0.00,12.50,None,None,red,2.00,"11210,18","qm18,11210",0.00,12.50,0,0,0,0,0,0,0,0,0.00
11210,26,5.00,0.00,0.00,0.00,None,None,blue,3.00,"11210,26","qm26,11210",5.00,0.00,0,0,0,0,0,0,0,0,5.00
11210,36,3.00,0.00,0.00,0.00,None,None,blue,4.00,"11210,36","qm36,11210",3.00,0.00,0,0,0,0,0,0,0,0,3.00
11210,43,2.50,0.00,0.00,0.00,None,None,blue,5.00,"11210,43","qm43,11210",2.50,0.00,0,0,0,0,0,0,0,0,2.50
11210,48,7.00,0.00,0.00,0.00,None,None,blue,6.00,"11210,48","qm48,11210",7.00,0.00,0,0,0,0,0,0,0,0,7.00
11219,2,0.00,0.00,2.50,0.00,None,None,FALSE,,"11210,2","qm2,11210",2.50,0.00,0,0,0,0,0,0,0,0,2.50
11219,14,0.00,0.00,6.00,0.00,None,None,blue,2.00,"11219,14","qm14,11219",6.00,0.00,0,0,0,0,0,0,0,0,6.00
11219,19,0.00,0.00,0.00,0.00,None,None,blue,3.00,"11219,19","qm19,11219",0.00,0.00,0,0,0,0,0,0,0,0,0.00
11219,34,0.00,0.00,3.00,0.00,None,None,blue,4.00,"11219,34","qm34,11219",3.00,0.00,0,0,0,0,0,0,0,0,3.00
11219,44,1.00,0.00,10.00,0.00,None,None,red,5.00,"11219,44","qm44,11219",11.00,0.00,0,0,0,0,0,0,0,0,11.00
11219,49,0.00,0.00,0.00,0.00,None,None,red,6.00,"11219,49","qm49,11219",0.00,0.00,0,0,0,0,0,0,0,0,0.00
11241,2,0.00,0.00,5.00,0.00,None,None,red,1.00,"11219,2","qm2,11219",5.00,0.00,0,0,0,0,0,0,0,0,5.00
11241,10,3.00,0.00,0.00,1.50,None,None,red,2.00,"11241,10","qm10,11241",3.00,1.50,0,0,0,0,0,0,0,0,3.00
11241,26,3.00,0.00,1.50,0.00,None,None,blue,3.00,"11241,26","qm26,11241",4.50,0.00,0,0,0,0,0,0,0,0,4.50
11241,35,0.00,0.00,0.00,0.00,None,None,blue,4.00,"11241,35","qm35,11241",0.00,0.00,0,0,0,0,0,0,0,0,0.00
11241,40,0.00,0.00,0.00,0.00,None,None,blue,5.00,"11241,40","qm40,11241",0.00,0.00,0,0,0,0,0,0,0,0,0.00
11241,46,0.00,0.00,0.00,4.00,None,None,red,6.00,"11241,46","qm46,11241",0.00,4.00,0,0,0,0,0,0,0,0,0.00
11312,4,5.00,0.00,4.00,0.00,None,None,FALSE,,"11241,4","qm4,11241",9.00,0.00,0,0,0,0,0,0,0,0,9.00
11312,18,3.00,0.00,0.00,17.50,None,None,blue,2.00,"11312,18","qm18,11312",3.00,17.50,0,0,0,0,0,0,0,0,3.00
11312,24,4.00,0.00,9.00,59.00,None,None,red,3.00,"11312,24","qm24,11312",13.00,59.00,0,0,0,0,0,0,0,0,13.00
11312,31,4.00,0.00,0.00,0.00,None,None,red,4.00,"11312,31","qm31,11312",4.00,0.00,0,0,0,0,0,0,0,0,4.00
11312,38,8.00,0.00,0.00,0.00,None,None,red,5.00,"11312,38","qm38,11312",8.00,0.00,0,0,0,0,0,0,0,0,8.00
11312,45,0.00,0.00,5.00,0.00,None,None,blue,6.00,"11312,45","qm45,11312",5.00,0.00,0,0,0,0,0,0,0,0,5.00
